id,activity_new,channel_sales,cons_12m,cons_gas_12m,cons_last_month,no_consumption,churn,days_active,days_since_last_modification,forecast_base_bill_ele,forecast_base_bill_year,forecast_bill_12m,forecast_cons,forecast_cons_12m,forecast_cons_year,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_p1,forecast_price_energy_p2,forecast_price_pow_p1,has_gas,imp_cons,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,num_years_antig,origin_up,pow_max
2a473bb8b0957b3a4ee691d4632e3419,sxublbwoeuckkocekklxkllcdxxaisop,usilxuppasemubllopkaafesmlibmsdf,8515,0,0,1,0,1461,-302,,,,,1284.55,0,0,19.65,0.142649,0,44.31137796,0,0,33.12,33.12,1,134.78,4,ldkssxwpmemidmecebumciepifcamkci,13.2
2a488e257e0152be9b5f6df8a697017a,,foosdfpfkusacimwkcsosbicdxkicaua,2113,0,0,1,0,2192,51,0,0,709.56,0,311.42,0,0,18.32,0.141434,0,44.31137796,0,0,12.36,12.36,1,25.24,5,lxidpiddsbxsbosboudacockeimpuepw,10.392
2a4ed325054472e03cdcc9a34693be4b,,foosdfpfkusacimwkcsosbicdxkicaua,28777,91010,4164,0,0,1715,-616,,,,,1295.83,2200,0,17.25,0.162325,0.084427,44.31137796,1,287.33,23.76,23.76,3,86.02,4,ldkssxwpmemidmecebumciepifcamkci,10.392
2a5216f75b80900d4c0eac6a1e2f43eb,,foosdfpfkusacimwkcsosbicdxkicaua,228631,0,28094,0,0,2192,1828,403.27,403.27,1674.57,111,488.49,1117,0,154.22,0.120372,0.103487,40.606701,0,111,37.44,37.44,1,55.06,5,,15.001
2a5c726d8c1ef8611faca7073e7c9e63,,,41459,15923,6174,0,0,1827,23,,,,,4259.47,6174,0,130.4,0.11634,0.099998,40.606701,1,619.81,10.32,10.32,2,392.45,5,ldkssxwpmemidmecebumciepifcamkci,16.5
2a5dc830d0f2810a9f1fef26e8e594b4,,foosdfpfkusacimwkcsosbicdxkicaua,5658,0,437,0,0,1096,41,160.88,160.88,1754.36,42.45,564.07,437,0,144.03,0.11634,0.099998,40.606701,0,42.45,22.31,22.31,1,77.18,3,lxidpiddsbxsbosboudacockeimpuepw,16.5
2a60f4401674a49acb6ce37d9e4c29a1,,,5321,0,850,0,0,2557,71,,,,,797.38,850,0,18.92,0.143227,0,44.31137796,0,122.93,31.32,31.32,1,77.54,6,lxidpiddsbxsbosboudacockeimpuepw,12.5
2a63cf7c94ab1a323aa9511ff8efd196,kkklcdamwfafdcfwofuscwfwadblfmce,foosdfpfkusacimwkcsosbicdxkicaua,103450,0,0,1,0,2192,1827,,,,,601.83,0,0,19.38,0.145711,0,44.31137796,0,0,9.92,9.92,1,57.9,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2
2a69461c374ab0d2dfdd97951db04293,,foosdfpfkusacimwkcsosbicdxkicaua,19570,0,926,0,0,2557,2197,,,,,811.18,926,0,131.76,0.115237,0.100123,40.9390266,0,91.33,27.56,27.56,1,91.23,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,20.7
2a7b5f666523b14c7caebd24832ec288,,ewpakwlliwisiwduibdlfmalxowmwpci,9861,0,1527,0,0,1827,409,,,,,1461.77,1527,0,19.69,0.146348,0,45.30837756,0,225.44,16.92,16.92,1,139.78,4,ldkssxwpmemidmecebumciepifcamkci,13.2
2a81e4d4c6f8d422d60d00fb28d61cfc,,foosdfpfkusacimwkcsosbicdxkicaua,5229,0,443,0,0,1096,732,,,,,790.27,443,0,18.32,0.146694,0,44.31137796,0,65.55,34.27,34.27,1,84.12,3,lxidpiddsbxsbosboudacockeimpuepw,15
2a8ad6b31d864abc93f5fa9b41e9b839,kwuslieomapmswolewpobpplkaooaaew,,18157,47057,1444,0,0,2136,-206,,,,,2313.64,1444,30,117.28,0.161936,0.136336,41.1052014,1,196.27,54.96,54.96,2,141.84,6,lxidpiddsbxsbosboudacockeimpuepw,20
2a8bb37487fad00e325dff967f0a4aaf,sffadmsbuamddwapeumdfibkmpkdicmc,,72424,0,4410,0,0,4383,4018,,,,,7728.61,4410,0,130.36,0.113323,0.096984,40.606701,0,452.89,61.4,61.4,1,639.4,12,ldkssxwpmemidmecebumciepifcamkci,77.71
2a8db199277bf20d811bab495fa5b6d0,,foosdfpfkusacimwkcsosbicdxkicaua,5941,0,1149,0,0,2192,1829,,,,,588.65,1149,0,128.3,0.11691,0.100572,40.606701,0,113.79,36.21,36.21,1,61.85,6,lxidpiddsbxsbosboudacockeimpuepw,20
2a8e3bfde6e197b3347b4f36caa284a3,ckfxocssowaeipxueikxcmaxdmcduxsa,,16853,0,0,1,0,1827,377,,,,,2515.32,0,0,16.18,0.145711,0,44.31137796,0,0,13.1,13.1,1,232.06,5,ldkssxwpmemidmecebumciepifcamkci,10.392
2a963ac42cb74af8ef0df930ec772c0d,apdekpcbwosbxepsfxclislboipuxpop,foosdfpfkusacimwkcsosbicdxkicaua,897536,553593,38224,0,0,1461,1099,0,0,3820.99,0,3319.12,0,0,26.11,0.148251,0.080123,44.44470996,1,0,0.12,0.12,2,-68.42,4,lxidpiddsbxsbosboudacockeimpuepw,13.2
2a995748b9fc2caa1f0732fefe38e989,ilkfsaapsxpkcpswbllddfmpamwelpxi,foosdfpfkusacimwkcsosbicdxkicaua,9736,0,1303,0,0,1477,366,,,,,1330.44,1303,24,0,0.15441,0.130525,41.1052014,0,177.37,125.88,125.88,1,64.38,4,lxidpiddsbxsbosboudacockeimpuepw,31.5
2aa5118b0dbeaf2ddacc9c8e0631090d,,,3385,0,615,0,0,2558,60,,,,,506.3,615,0,18.42,0.142649,0,44.31137796,0,88.35,31.32,31.32,1,52.56,6,lxidpiddsbxsbosboudacockeimpuepw,12.5
2aa6b41aa719541c500536981d1d83ae,wdkbuxwfkbefwplcoudfalpfafdfpfax,,2191,0,0,1,0,2557,2192,,,,,328.35,0,0,16.45,0.145884,0,44.31137796,0,0,26.04,26.04,1,30.44,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392
2ab3a779630866b4f31187d005ae5a2a,,foosdfpfkusacimwkcsosbicdxkicaua,38917,0,4105,0,0,1827,48,118.26,118.26,1588.74,64.24,1032.97,442,0,15.02,0.14346,0,45.30837756,0,64.24,18.72,18.72,2,102.11,4,lxidpiddsbxsbosboudacockeimpuepw,13.2
2ab4f42b7c4e44335836d46c41e962d5,fmwdwsxillemwbbwelxsampiuwwpcdcb,foosdfpfkusacimwkcsosbicdxkicaua,26274,0,2073,0,1,2191,301,350.58,350.58,4227.01,178.68,2319.59,2073,0,143.21,0.100167,0.091892,58.99595196,0,178.68,-0.57,-0.57,2,274.61,6,lxidpiddsbxsbosboudacockeimpuepw,22
2ab7ded204a980f91da0b796ec252e68,,ewpakwlliwisiwduibdlfmalxowmwpci,9571,0,0,1,0,1096,66,,,,,991.07,0,0,14.82,0.142822,0,44.31137796,0,0,22.52,22.52,2,95.91,3,lxidpiddsbxsbosboudacockeimpuepw,13.856
2abc5a903d4a8935a8ea0b311702e9a9,,,27503,0,2315,0,0,2908,2543,,,,,2409.03,2315,0,145.49,0.102772,0.093731,58.99595196,0,196.76,0,0,1,287.07,7,ldkssxwpmemidmecebumciepifcamkci,16.5
2ac2ccf14f460f4c205461b8c0a2c9b9,apdekpcbwosbxepsfxclislboipuxpop,lmkebamcaaclubfxadlmueccxoimlema,968233,0,68516,0,0,1827,1462,,,,,2610.02,2177,0,16.41,0.165022,0.08638,44.31137796,0,233.61,3.68,3.68,1,211.45,4,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.8
2ac5cfb0154c3295ff44d985e9636419,ipdldckuswupeifllfbwccfpeafludfi,,78346,0,5637,0,0,4386,4021,,,,,7886.9,5637,0,143.13,0.114481,0.098142,40.606701,0,550.83,9,9,1,777.24,11,ldkssxwpmemidmecebumciepifcamkci,23.97
2ac9452973f85c91667c399ecc49c20a,,foosdfpfkusacimwkcsosbicdxkicaua,6116,0,517,0,0,1461,43,159.93,159.93,1708.44,49.33,601.75,517,0,145.76,0.11634,0.099998,40.606701,0,49.33,16.98,16.98,1,80.13,3,lxidpiddsbxsbosboudacockeimpuepw,15.1
2ace2f69adbe0c8d57bce47a272e6e92,,,49215,0,0,1,0,4383,4019,,,,,4830.56,0,0,120.39,0.113323,0.096984,40.606701,0,0,22.62,22.62,1,500.96,12,ldkssxwpmemidmecebumciepifcamkci,33
2ad0d41a0659b12d1e8e63ee1ddfc5c1,lefskxfcmdbaxwoxdsusxfbdwcmfbeif,,7507,6505,431,0,0,2556,2192,,,,,658.8,431,0,132.52,0.100528,0.092955,58.99595196,1,36.8,-1.7,-1.7,2,78.51,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,6.6
2ad145eae75864e297bf8310102ee5c2,apdekpcbwosbxepsfxclislboipuxpop,lmkebamcaaclubfxadlmueccxoimlema,964043,0,65969,0,0,1827,1467,,,,,3229.51,3158,0,16.45,0.164058,0.086163,44.31137796,0,351.9,25.92,25.92,1,220.76,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,11.5
2ad872024753f0e8393b3e482540afb2,apdekpcbwosbxepsfxclislboipuxpop,lmkebamcaaclubfxadlmueccxoimlema,2288838,0,237044,0,0,2191,1827,,,,,5115.75,6363,0,16.33,0.162033,0.084138,44.31137796,0,791.92,32.64,32.64,1,417.3,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,14.5
2aded45e08e1b5582638e16493e4a4ae,ibkiiwcxiccxpoedpweiuxwbxbuewbxm,,30515,0,4819,0,0,2557,33,,,,,4496.13,4819,0,16.57,0.143478,0,44.31137796,0,696.37,2.8,2.8,1,351.15,6,ldkssxwpmemidmecebumciepifcamkci,10.392
2ae4a03f54510fa48a5ade70f4bd95c6,uuxeifdawaobxfxxefkdfxkmsmbfoamf,usilxuppasemubllopkaafesmlibmsdf,19053,0,0,1,0,1827,47,0,0,3319.16,0,2802.93,0,0,18.42,0.143478,0,44.31137796,0,0,3.7,3.7,1,220.33,4,lxidpiddsbxsbosboudacockeimpuepw,13.856
2aef97a34748872c47fc07248d9d8ef1,,,15003,0,0,1,0,2557,2194,,,,,1647.02,0,0,16.49,0.164057,0.086803,44.31137796,0,0,17.45,17.45,2,123.38,7,ldkssxwpmemidmecebumciepifcamkci,13.856
2af1474cb134706fe7a49f22c96f6190,focpboxmeucdmbaiseimfpiubpcmmcss,lmkebamcaaclubfxadlmueccxoimlema,7673,0,0,1,0,1461,39,,,,,1141.85,0,0,16.57,0.143459,0,45.80687796,0,0,16.14,16.14,1,81.29,3,ldkssxwpmemidmecebumciepifcamkci,10.392
2af2b93dce7fd047e29ddbffbf10b92f,,ewpakwlliwisiwduibdlfmalxowmwpci,15257,0,5626,0,1,2016,1651,,,,,1996.45,5305,0,18.57,0.143801,0,44.31137796,0,770.75,28.45,28.45,1,155.33,5,lxidpiddsbxsbosboudacockeimpuepw,13.856
2af6d6ea85206826ab0fc87cd9358171,,foosdfpfkusacimwkcsosbicdxkicaua,1889,0,0,1,0,2192,1830,0,0,696.84,0,281.64,0,0,17.37,0.144902,0,44.31137796,0,0,16.92,16.92,1,26.01,6,lxidpiddsbxsbosboudacockeimpuepw,10.39
2af8083d02c7b4e0b4e007853816c087,,,19901,0,6880,0,0,2299,367,,,,,1843.22,6880,0,16.33,0.165022,0.08638,44.31137796,0,615.03,31.2,31.2,1,192.65,6,ldkssxwpmemidmecebumciepifcamkci,13.856
2afadae18ddea738fefd6f7152a6cded,apdekpcbwosbxepsfxclislboipuxpop,lmkebamcaaclubfxadlmueccxoimlema,1599694,0,208086,0,0,2192,423,,,,,3420.62,3649,0,132.12,0.112272,0.095387,40.606701,0,348.49,-1.32,-1.32,8,230.42,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,29.7
2afb20457013a5f7d39a96b7e588c125,,,7100,0,2284,0,0,3628,3266,,,,,0,2284,0,0,0.0006,0,0,0,0,16.62,16.62,1,109.71,9,ldkssxwpmemidmecebumciepifcamkci,13.2
2b06554db31bf28b18282221c9bf172a,apdekpcbwosbxepsfxclislboipuxpop,lmkebamcaaclubfxadlmueccxoimlema,188108,0,20026,0,0,2192,1829,,,,,42.68,0,0,28.33,0.16695,0.089695,44.31137796,0,0,21.06,21.06,1,3.81,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,11.4
2b07c901111a42a11ccd5383ef0c137c,,usilxuppasemubllopkaafesmlibmsdf,2301,0,530,0,0,1457,1095,198.66,198.66,978.6,75.36,333.13,530,0,18.72,0.140621,0,44.31137796,0,75.36,25.56,25.56,1,28,4,lxidpiddsbxsbosboudacockeimpuepw,13.856
2b09e6eb60e90009c66f73a1846e6373,iabskbxembdweacmalxplabbxupsaadc,foosdfpfkusacimwkcsosbicdxkicaua,11987,0,0,1,1,1096,731,0,0,2286.77,0,1779.57,0,0,14.87,0.143801,0,44.31137796,0,0,28.45,28.45,1,193.77,3,lxidpiddsbxsbosboudacockeimpuepw,13.856
2b0b753818c2ef96951471bf2d534705,kkklcdamwfafdcfwofuscwfwadblfmce,foosdfpfkusacimwkcsosbicdxkicaua,9171,934,0,1,0,2557,2193,0,0,1143.51,0,595.47,0,0,16.32,0.144902,0,44.31137796,1,0,11.08,11.08,2,56.16,6,lxidpiddsbxsbosboudacockeimpuepw,14.8
2b0beb8b3581445b56131d4885a78aa4,,foosdfpfkusacimwkcsosbicdxkicaua,35794,0,0,1,0,1826,1463,,,,,5318.69,0,0,15.25,0.143795,0,44.31137796,0,0,33.84,33.84,1,476.47,5,lxidpiddsbxsbosboudacockeimpuepw,15
2b0f17a2151d914ce7180cc56ef62ff5,apdekpcbwosbxepsfxclislboipuxpop,,971469,0,82447,0,1,2402,2046,,,,,1407.57,1538,0,16.37,0.165793,0.088539,44.31137796,0,178.51,24,24,1,111.18,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,14.5
2b1909e7f1f84e6c821150ed33a30631,,foosdfpfkusacimwkcsosbicdxkicaua,5795,0,522,0,1,1827,29,165.82,165.82,1725.6,50.61,578.64,522,0,144.02,0.11634,0.099998,40.606701,0,50.61,36.3,36.3,1,70.22,5,lxidpiddsbxsbosboudacockeimpuepw,16
2b1abfdb966d85ef562f684f3d209747,apdekpcbwosbxepsfxclislboipuxpop,lmkebamcaaclubfxadlmueccxoimlema,643092,0,34895,0,0,2191,1827,,,,,1050.89,770,0,131.76,0.120372,0.103487,40.606701,0,77.97,60.36,60.36,1,122.35,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,24.15
2b1eb9c765013acf5926011c7ca093c8,,usilxuppasemubllopkaafesmlibmsdf,1976,0,0,1,0,1461,20,0,0,679.02,0,290.52,0,0,16.85,0.145137,0,44.31137796,0,0,19.2,19.2,1,32.23,4,lxidpiddsbxsbosboudacockeimpuepw,10.392
2b211aa66ac422d13e1e2924f374fd82,,lmkebamcaaclubfxadlmueccxoimlema,8375,0,1880,0,0,2191,1828,,,,,939.67,1880,0,16.21,0.16695,0.089695,44.31137796,0,215.64,14.64,14.64,1,100.31,6,ldkssxwpmemidmecebumciepifcamkci,10.392
2b243584d9363d348aa3ecec41a8405c,,,9097,0,0,1,0,2557,47,,,,,938.92,0,0,16.37,0.163482,0.086225,44.31137796,0,0,13.68,13.68,1,93.56,6,ldkssxwpmemidmecebumciepifcamkci,11.5
2b27c5593216e096f2398e925bf9f5a9,apdekpcbwosbxepsfxclislboipuxpop,lmkebamcaaclubfxadlmueccxoimlema,394284,0,48517,0,0,1826,1463,,,,,3180.7,8455,0,17.63,0.162033,0.084138,44.31137796,0,922.92,29.76,29.76,1,248.79,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2
2b28db7864980fb9ef040715a49412be,,lmkebamcaaclubfxadlmueccxoimlema,3932,0,667,0,0,1788,-317,,,,,682.14,622,22,33.76,0.198077,0,45.80687796,0,124.47,34.62,34.62,1,105.99,5,ldkssxwpmemidmecebumciepifcamkci,10.392
2b344034600d369e272a657890cc478f,apdekpcbwosbxepsfxclislboipuxpop,foosdfpfkusacimwkcsosbicdxkicaua,1129316,0,79977,0,1,1827,1462,,,,,4458.58,9792,0,129.24,0.116509,0.101397,40.606701,0,936.02,0.74,0.74,1,592.14,4,lxidpiddsbxsbosboudacockeimpuepw,17
2b35b6238eeffef6df09ca9fa24d703b,kkklcdamwfafdcfwofuscwfwadblfmce,,8600,1274,1099,0,0,2557,2192,,,,,863.13,1099,0,131.76,0.115174,0.098837,40.606701,1,107.67,17.1,17.1,2,93.79,6,ldkssxwpmemidmecebumciepifcamkci,15.2
2b382ba7ef9f48adf5d6caffda9f2149,clafkuosbouwewlexoewscfebeilpfok,foosdfpfkusacimwkcsosbicdxkicaua,4970,0,339,0,1,1612,243,,,,,499.83,339,0,128.89,0.115237,0.100123,41.1052014,0,33.61,21.98,21.98,1,62.06,4,lxidpiddsbxsbosboudacockeimpuepw,15.1
2b39c7d782b196d163a99d35b010bd92,,,11268,0,1680,0,0,2192,1827,,,,,803.96,1141,0,138.84,0.116509,0.101397,40.9390266,0,116.38,45.44,45.44,1,102.52,5,ldkssxwpmemidmecebumciepifcamkci,43.596
2b3bfadb448b4b50b88b20c6eddb86cc,sumdxiaiudmaioicexmiwuudlblkissm,lmkebamcaaclubfxadlmueccxoimlema,9444,0,1283,0,0,1826,1468,,,,,935.93,1283,0,129.73,0.120372,0.103487,40.606701,0,125.76,51.66,51.66,1,138.01,5,lxidpiddsbxsbosboudacockeimpuepw,28.54
2b4133cb2a634b132dea803b3668815d,mksmfeexfwuuwsbpamfmxbikklcdwkbb,,204205,0,18216,0,0,2192,1827,,,,,405.59,498,0,19.39,0.147506,0,46.30537836,0,74.33,21.64,21.64,1,36.6,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392
2b41ecb047cc99e173fcc4fc5ce96f38,,foosdfpfkusacimwkcsosbicdxkicaua,3863,0,364,0,0,1461,1096,,,,,384.15,364,0,130.68,0.11691,0.100572,40.606701,0,35.42,31.41,31.41,1,48.03,4,lxidpiddsbxsbosboudacockeimpuepw,17.321
2b4b17e4945fb6bcafba5f0305785402,,,19677,74745,3152,0,1,2557,2193,,,,,1979.59,3152,0,145.01,0.115237,0.100123,40.606701,1,308.63,6.54,6.54,3,229.69,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,34.5
2b579605333ca465e53d59d48c9f0a1b,fmwdwsxillemwbbwelxsampiuwwpcdcb,,184338,0,22427,0,0,4383,223,,,,,2529.52,2446,0,132.87,0.115753,0.098862,40.606701,0,232.94,29.64,29.64,1,314.01,11,ldkssxwpmemidmecebumciepifcamkci,19.8
2b595a5cfc1fb9ce56ab7d0c01f48fae,,foosdfpfkusacimwkcsosbicdxkicaua,57011,13436,4224,0,0,2192,1828,,,,,144.29,0,0,6.48,0.145711,0,44.31137796,1,0,19.55,19.55,2,13.57,6,lxidpiddsbxsbosboudacockeimpuepw,13.9
2b5e2f233095eb4f2fd915f34e91d263,apdekpcbwosbxepsfxclislboipuxpop,foosdfpfkusacimwkcsosbicdxkicaua,1564610,0,184299,0,0,1694,732,,,,,2241.72,1779,0,16.17,0.165022,0.08638,44.31137796,0,238.55,2.8,2.8,1,143.64,4,lxidpiddsbxsbosboudacockeimpuepw,10.392
2b64e5ab22b66acc1d3fbdf7dcd9b62a,,foosdfpfkusacimwkcsosbicdxkicaua,4241,0,747,0,0,1461,39,224.49,224.49,1191,107.11,628.77,747,0,20.11,0.141666,0,44.31137796,0,107.11,9.92,9.92,1,44.74,3,lxidpiddsbxsbosboudacockeimpuepw,13.2
2b66f1cad1635a21eab4e2f93d77f0c6,kwuslieomapmswolewpobpplkaooaaew,,171153,213765,15067,0,0,2557,2196,1998.96,1998.96,21985.8,1434.7,17028.48,15067,0,168.19,0.110955,0.095842,40.606701,1,1434.7,-12.99,-12.99,2,1260.04,6,lxidpiddsbxsbosboudacockeimpuepw,70
2b670e3d57d5967566628ded0ffdbbf7,akakmkfwoesfipbpaodfippfklpkuxdd,foosdfpfkusacimwkcsosbicdxkicaua,4988,0,0,1,0,2505,375,,,,,747.9,0,0,16.32,0.144902,0,44.31137796,0,0,7.8,7.8,1,86.2,6,lxidpiddsbxsbosboudacockeimpuepw,10.392
2b6aeab2994c69ee1f3c62d776713591,,ewpakwlliwisiwduibdlfmalxowmwpci,11394,0,0,1,0,2192,1829,,,,,1724.51,0,0,16.21,0.147506,0,45.30837756,0,0,18.27,18.27,1,170.28,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,15
2b6f63d30799ad624029145205a9c162,aixiudexbxdwwbpiakidekipbubxiamk,,6347,0,0,1,0,2557,2192,,,,,945.14,0,0,16.14,0.144902,0,44.31137796,0,0,15.72,15.72,1,86.44,6,ldkssxwpmemidmecebumciepifcamkci,13.2
2b7383d4f4f7d1b86ea07294ce74165a,,foosdfpfkusacimwkcsosbicdxkicaua,9559,0,1423,0,0,1095,-297,,,,,1420.75,1423,0,16.25,0.141666,0,44.31137796,0,203.63,25.92,25.92,1,155,3,ldkssxwpmemidmecebumciepifcamkci,10.35
2b77dfd4fc4fec54df121af0c9cdf788,,ewpakwlliwisiwduibdlfmalxowmwpci,32,0,0,1,0,1461,1096,,,,,4.83,0,0,20.01,0.146694,0,44.31137796,0,0,30.22,30.22,1,0.54,4,lxidpiddsbxsbosboudacockeimpuepw,13.2
2b78ad209ff9652638ea8c319e225657,libuewofdiwukcoeempcibcwcwepldap,foosdfpfkusacimwkcsosbicdxkicaua,160974,0,12875,0,1,2560,846,,,,,1476.57,1570,0,129.94,0.118636,0.10175,40.606701,0,146.49,34.44,34.44,1,199.41,6,lxidpiddsbxsbosboudacockeimpuepw,23.01
2b7e47dd0d29db1f53c574214117cd02,,foosdfpfkusacimwkcsosbicdxkicaua,3741,0,530,0,0,2557,2192,,,,,370.02,530,0,0,0.115237,0.100123,41.1052014,0,51.12,30.55,30.55,1,43.61,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,17.25
2b7e5adf9684cad4e18439984ef61521,,lmkebamcaaclubfxadlmueccxoimlema,17245,0,0,1,0,1827,55,,,,,1567.69,0,0,6.45,0.144038,0,45.31137756,0,0,15.2,15.2,1,122,4,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.856
2b805e8725c8e276ed93a6855aab54f4,apdekpcbwosbxepsfxclislboipuxpop,foosdfpfkusacimwkcsosbicdxkicaua,1980763,162510,210443,0,0,2092,1729,,,,,5144.06,0,0,12.75,0.165427,0.086027,44.44470996,1,0,0.12,0.12,2,430.82,5,lxidpiddsbxsbosboudacockeimpuepw,15
2b82898f1e56af2ec71422fb055b66aa,,,18187,0,1765,0,0,2557,2192,,,,,433.28,254,0,13.76,0.146348,0,46.30537836,0,37.55,30.36,30.36,1,40.73,6,lxidpiddsbxsbosboudacockeimpuepw,15
2b837f56b56988ceb811a07041c078eb,,,78870,15551,6854,0,0,4749,4385,,,,,7646.02,6854,0,131.45,0.113323,0.096984,40.606701,1,644.5,8.7,8.7,2,709.76,12,ldkssxwpmemidmecebumciepifcamkci,23.1
2b8479c04797b7a5ab5aca311e7ea43b,,foosdfpfkusacimwkcsosbicdxkicaua,46747,0,2956,0,0,1461,30,436.07,436.07,6249.19,294.52,4855.8,2956,0,142.51,0.115939,0.100823,40.606701,0,294.52,6.6,6.6,1,592.76,3,lxidpiddsbxsbosboudacockeimpuepw,19.8
2b93bdc6c9c41d10eaff63f7a27fa280,,foosdfpfkusacimwkcsosbicdxkicaua,10849,0,1485,0,1,1736,54,,,,,793.55,1485,0,0,0.158854,0.080956,44.31137796,0,132.31,26.04,26.04,1,100.43,4,lxidpiddsbxsbosboudacockeimpuepw,10.392
2b94315cd77ec75fbfad6896072e04d6,wdkbuxwfkbefwplcoudfalpfafdfpfax,usilxuppasemubllopkaafesmlibmsdf,50053,0,4787,0,0,1827,1462,,,,,5258.63,4787,0,359.25,0.116509,0.101397,40.606701,0,497.39,-3.88,-3.88,1,638.41,4,lxidpiddsbxsbosboudacockeimpuepw,100
2b948fa7a5096d92ab8d6ce9195db082,lkeudbeowbapkpfodoxacpwdpaeuwxcx,foosdfpfkusacimwkcsosbicdxkicaua,37211,0,5484,0,0,2192,1827,756.85,756.85,5044.89,659.38,4478.11,5484,0,15.39,0.164057,0.086803,44.31137796,0,659.38,14.04,14.04,1,295.77,5,lxidpiddsbxsbosboudacockeimpuepw,13.2
2b988ca4b60b3a82305eae8725b393c6,,,15858,0,4954,0,0,2557,33,,,,,1821.52,4954,0,16.57,0.163291,0.084645,44.31137796,0,583.43,2.8,2.8,1,107.3,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392
2b9a0209b0fc8bbed04b80e1c9f94ac5,,,15509,0,1929,0,0,3645,3280,0,0,0,0,0,1929,0,0,0.0006,0,0,0,0,46.2,46.2,1,157.06,9,lxidpiddsbxsbosboudacockeimpuepw,23.1
2bb48f30e85010bb4c47fde40cfe4641,,foosdfpfkusacimwkcsosbicdxkicaua,4213,0,0,1,1,1461,1100,,,,,523.18,0,0,16.61,0.145711,0,44.31137796,0,0,24.4,24.4,1,55.5,4,lxidpiddsbxsbosboudacockeimpuepw,15
2bb80d0e6a33a75da89070ca0fac0ad0,,,3737,0,0,1,0,2557,2192,0,0,496.42,0,97.13,0,0,19.42,0.144902,0,44.31137796,0,0,12.36,12.36,1,8.93,6,lxidpiddsbxsbosboudacockeimpuepw,10.392
2bb93444c7035fa87c0fd6429697391a,,foosdfpfkusacimwkcsosbicdxkicaua,11093,0,3333,0,0,2192,1840,,,,,1181.1,3333,0,16.41,0.164637,0.087381,44.31137796,0,339.78,20.2,20.2,1,109.51,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.856
2bbdde20e78aecc12136eee7fe3df503,akifpcasepewecemeiapksusfxomwwbc,,22351,4676,1700,0,0,2711,375,,,,,2329.48,1700,0,131.04,0.115237,0.100123,40.606701,1,176.94,0.84,0.84,2,257.22,7,ldkssxwpmemidmecebumciepifcamkci,19.8
2bc13281257d58b94de6cb41f069eab9,,foosdfpfkusacimwkcsosbicdxkicaua,11921,0,0,1,0,2557,62,,,,,565.58,0,0,15.5,0.143227,0,44.31137796,0,0,31.32,31.32,1,71.6,6,lxidpiddsbxsbosboudacockeimpuepw,12.5
2bc564091a1e8c64798bb6dd2d30c5cd,libuewofdiwukcoeempcibcwcwepldap,foosdfpfkusacimwkcsosbicdxkicaua,21301,0,0,1,0,1844,-15,,,,,2991.01,0,0,18.32,0.138847,0,44.31137796,0,0,13.98,13.98,1,205.98,4,lxidpiddsbxsbosboudacockeimpuepw,13.15
2bcc39c657a0848bb383c381b3d34e56,,,26795,0,0,1,0,3641,3277,,,,,0,0,0,0,0,0,0,0,0,3.9,3.9,1,188.29,9,ldkssxwpmemidmecebumciepifcamkci,10.392
2bce6efe913c6f87566e54783caf2401,,foosdfpfkusacimwkcsosbicdxkicaua,63810,0,7131,0,0,1734,367,194.42,194.42,1077.95,76.71,469.58,542,0,18.46,0.139751,0,44.31137796,0,76.71,33.12,33.12,1,49.17,4,lxidpiddsbxsbosboudacockeimpuepw,13.2
2bd0d207eac51f92692a1ec62ac64b01,pbpfffswspwswuxudcdibsmdkpokflmi,foosdfpfkusacimwkcsosbicdxkicaua,17942,0,778,0,0,2192,23,,,,,1797.47,778,0,127.83,0.115182,0.098841,40.606701,0,76.62,16.52,16.52,1,222.36,6,lxidpiddsbxsbosboudacockeimpuepw,18
2bda035893e3946fe6db4749e6445343,bdcmbkmcaussbssoseifimsfkpcuaksk,foosdfpfkusacimwkcsosbicdxkicaua,63663,0,7646,0,0,1095,229,1204.8,1204.8,10704.82,766.94,6668.61,7646,0,172.19,0.1169,0.100015,40.606701,0,766.94,59.88,59.88,1,678.85,3,lxidpiddsbxsbosboudacockeimpuepw,60
